Year,Mon,Day,Jday,Hr,Min,Rain[mm/h],Lat,Lon
2016,1,16,16,6,8,1.34,47.36004,-123.99313
2016,1,16,16,6,9,1.24,47.36004,-123.99313
2016,1,16,16,6,10,1.16,47.36004,-123.99313
2016,1,16,16,6,11,1.11,47.36004,-123.99313
2016,1,16,16,6,12,1.08,47.36004,-123.99313
2016,1,16,16,6,13,1.08,47.36004,-123.99313
2016,1,16,16,6,14,1.1,47.36004,-123.99313
2016,1,16,16,6,15,1.15,47.36004,-123.99313
2016,1,16,16,6,16,1.22,47.36004,-123.99313
2016,1,16,16,6,17,1.32,47.36004,-123.99313
2016,1,16,16,6,18,1.44,47.36004,-123.99313
2016,1,16,16,6,19,1.59,47.36004,-123.99313
2016,1,16,16,6,20,1.76,47.36004,-123.99313
2016,1,16,16,6,21,1.94,47.36004,-123.99313
2016,1,16,16,6,22,2.1,47.36004,-123.99313
2016,1,16,16,6,23,2.2,47.36004,-123.99313
2016,1,16,16,6,24,2.27,47.36004,-123.99313
2016,1,16,16,6,25,2.29,47.36004,-123.99313
2016,1,16,16,6,26,2.26,47.36004,-123.99313
2016,1,16,16,6,27,2.19,47.36004,-123.99313
2016,1,16,16,6,28,2.09,47.36004,-123.99313
2016,1,16,16,6,29,2,47.36004,-123.99313
2016,1,16,16,6,30,1.92,47.36004,-123.99313
2016,1,16,16,6,31,1.87,47.36004,-123.99313
2016,1,16,16,6,32,1.84,47.36004,-123.99313
2016,1,16,16,6,33,1.83,47.36004,-123.99313
2016,1,16,16,6,34,1.84,47.36004,-123.99313
2016,1,16,16,6,35,1.87,47.36004,-123.99313
2016,1,16,16,6,36,1.92,47.36004,-123.99313
2016,1,16,16,6,37,1.98,47.36004,-123.99313
2016,1,16,16,6,38,2.06,47.36004,-123.99313
2016,1,16,16,6,39,2.15,47.36004,-123.99313
2016,1,16,16,6,40,2.26,47.36004,-123.99313
2016,1,16,16,6,41,2.38,47.36004,-123.99313
2016,1,16,16,6,42,2.51,47.36004,-123.99313
2016,1,16,16,6,43,2.64,47.36004,-123.99313
2016,1,16,16,6,44,2.7,47.36004,-123.99313
2016,1,16,16,6,45,2.69,47.36004,-123.99313
2016,1,16,16,6,46,2.6,47.36004,-123.99313
2016,1,16,16,6,47,2.43,47.36004,-123.99313
2016,1,16,16,6,48,2.18,47.36004,-123.99313
2016,1,16,16,6,49,1.88,47.36004,-123.99313
2016,1,16,16,6,50,1.64,47.36004,-123.99313
2016,1,16,16,6,51,1.48,47.36004,-123.99313
2016,1,16,16,6,52,1.4,47.36004,-123.99313
2016,1,16,16,6,53,1.41,47.36004,-123.99313
2016,1,16,16,6,54,1.51,47.36004,-123.99313
2016,1,16,16,6,55,1.68,47.36004,-123.99313
2016,1,16,16,6,56,1.95,47.36004,-123.99313
2016,1,16,16,6,57,2.29,47.36004,-123.99313
2016,1,16,16,6,58,2.69,47.36004,-123.99313
2016,1,16,16,6,59,2.99,47.36004,-123.99313
2016,1,16,16,7,0,3.17,47.36004,-123.99313
2016,1,16,16,7,1,3.23,47.36004,-123.99313
2016,1,16,16,7,2,3.16,47.36004,-123.99313
2016,1,16,16,7,3,2.99,47.36004,-123.99313
2016,1,16,16,7,4,2.81,47.36004,-123.99313
2016,1,16,16,7,5,2.62,47.36004,-123.99313
2016,1,16,16,7,6,2.45,47.36004,-123.99313
2016,1,16,16,7,7,2.27,47.36004,-123.99313
2016,1,16,16,7,8,2.11,47.36004,-123.99313
2016,1,16,16,7,9,1.95,47.36004,-123.99313
2016,1,16,16,7,10,1.84,47.36004,-123.99313
2016,1,16,16,7,11,1.78,47.36004,-123.99313
2016,1,16,16,7,12,1.76,47.36004,-123.99313
2016,1,16,16,7,13,1.8,47.36004,-123.99313
2016,1,16,16,7,14,1.89,47.36004,-123.99313
2016,1,16,16,7,15,2.02,47.36004,-123.99313
2016,1,16,16,7,16,2.21,47.36004,-123.99313
2016,1,16,16,7,17,2.42,47.36004,-123.99313
2016,1,16,16,7,18,2.58,47.36004,-123.99313
2016,1,16,16,7,19,2.65,47.36004,-123.99313
2016,1,16,16,7,20,2.65,47.36004,-123.99313
2016,1,16,16,7,21,2.56,47.36004,-123.99313
2016,1,16,16,7,22,2.39,47.36004,-123.99313
2016,1,16,16,7,23,2.16,47.36004,-123.99313
2016,1,16,16,7,24,1.93,47.36004,-123.99313
2016,1,16,16,7,25,1.73,47.36004,-123.99313
2016,1,16,16,7,26,1.55,47.36004,-123.99313
2016,1,16,16,7,27,1.39,47.36004,-123.99313
2016,1,16,16,7,28,1.27,47.36004,-123.99313
2016,1,16,16,7,29,1.16,47.36004,-123.99313
2016,1,16,16,7,30,1.08,47.36004,-123.99313
2016,1,16,16,7,31,1.02,47.36004,-123.99313
2016,1,16,16,7,32,0.99,47.36004,-123.99313
2016,1,16,16,7,33,0.98,47.36004,-123.99313
2016,1,16,16,7,34,0.99,47.36004,-123.99313
2016,1,16,16,7,35,1.01,47.36004,-123.99313
2016,1,16,16,7,36,1.03,47.36004,-123.99313
2016,1,16,16,7,37,1.06,47.36004,-123.99313
2016,1,16,16,7,38,1.09,47.36004,-123.99313
2016,1,16,16,7,39,1.12,47.36004,-123.99313
2016,1,16,16,7,40,1.15,47.36004,-123.99313
2016,1,16,16,7,41,1.19,47.36004,-123.99313
2016,1,16,16,7,42,1.23,47.36004,-123.99313
2016,1,16,16,7,43,1.27,47.36004,-123.99313
2016,1,16,16,7,44,1.32,47.36004,-123.99313
2016,1,16,16,7,45,1.37,47.36004,-123.99313
2016,1,16,16,7,46,1.42,47.36004,-123.99313
2016,1,16,16,7,47,1.48,47.36004,-123.99313
2016,1,16,16,7,48,1.6,47.36004,-123.99313
2016,1,16,16,7,49,1.79,47.36004,-123.99313
2016,1,16,16,7,50,2.05,47.36004,-123.99313
2016,1,16,16,7,51,2.37,47.36004,-123.99313
2016,1,16,16,7,52,2.75,47.36004,-123.99313
2016,1,16,16,7,53,3.21,47.36004,-123.99313
2016,1,16,16,7,54,3.67,47.36004,-123.99313
2016,1,16,16,7,55,3.94,47.36004,-123.99313
2016,1,16,16,7,56,3.95,47.36004,-123.99313
2016,1,16,16,7,57,3.7,47.36004,-123.99313
2016,1,16,16,7,58,3.25,47.36004,-123.99313
2016,1,16,16,7,59,2.84,47.36004,-123.99313
2016,1,16,16,8,0,2.53,47.36004,-123.99313
2016,1,16,16,8,1,2.31,47.36004,-123.99313
2016,1,16,16,8,2,2.18,47.36004,-123.99313
2016,1,16,16,8,3,2.15,47.36004,-123.99313
2016,1,16,16,8,4,2.19,47.36004,-123.99313
2016,1,16,16,8,5,2.23,47.36004,-123.99313
2016,1,16,16,8,6,2.24,47.36004,-123.99313
2016,1,16,16,8,7,2.23,47.36004,-123.99313
2016,1,16,16,8,8,2.19,47.36004,-123.99313
2016,1,16,16,8,9,2.13,47.36004,-123.99313
2016,1,16,16,8,10,2.05,47.36004,-123.99313
2016,1,16,16,8,11,1.95,47.36004,-123.99313
2016,1,16,16,8,12,1.87,47.36004,-123.99313
2016,1,16,16,8,13,1.83,47.36004,-123.99313
2016,1,16,16,8,14,1.82,47.36004,-123.99313
2016,1,16,16,8,15,1.84,47.36004,-123.99313
2016,1,16,16,8,16,1.89,47.36004,-123.99313
2016,1,16,16,8,17,1.97,47.36004,-123.99313
2016,1,16,16,8,18,2.09,47.36004,-123.99313
2016,1,16,16,8,19,2.22,47.36004,-123.99313
2016,1,16,16,8,20,2.31,47.36004,-123.99313
2016,1,16,16,8,21,2.33,47.36004,-123.99313
2016,1,16,16,8,22,2.3,47.36004,-123.99313
2016,1,16,16,8,23,2.21,47.36004,-123.99313
2016,1,16,16,8,24,2.05,47.36004,-123.99313
2016,1,16,16,8,25,1.83,47.36004,-123.99313
2016,1,16,16,8,26,1.58,47.36004,-123.99313
2016,1,16,16,8,27,1.37,47.36004,-123.99313
2016,1,16,16,8,28,1.24,47.36004,-123.99313
2016,1,16,16,8,29,1.18,47.36004,-123.99313
2016,1,16,16,8,30,1.19,47.36004,-123.99313
2016,1,16,16,8,31,1.28,47.36004,-123.99313
2016,1,16,16,8,32,1.44,47.36004,-123.99313
2016,1,16,16,8,33,1.67,47.36004,-123.99313
2016,1,16,16,8,34,1.97,47.36004,-123.99313
2016,1,16,16,8,35,2.34,47.36004,-123.99313
2016,1,16,16,8,36,2.75,47.36004,-123.99313
2016,1,16,16,8,37,3.05,47.36004,-123.99313
2016,1,16,16,8,38,3.2,47.36004,-123.99313
2016,1,16,16,8,39,3.2,47.36004,-123.99313
2016,1,16,16,8,40,3.05,47.36004,-123.99313
2016,1,16,16,8,41,2.78,47.36004,-123.99313
2016,1,16,16,8,42,2.52,47.36004,-123.99313
2016,1,16,16,8,43,2.29,47.36004,-123.99313
2016,1,16,16,8,44,2.1,47.36004,-123.99313
2016,1,16,16,8,45,1.95,47.36004,-123.99313
2016,1,16,16,8,46,1.84,47.36004,-123.99313
2016,1,16,16,8,47,1.77,47.36004,-123.99313
2016,1,16,16,8,48,1.73,47.36004,-123.99313
2016,1,16,16,8,49,1.76,47.36004,-123.99313
2016,1,16,16,8,50,1.87,47.36004,-123.99313
2016,1,16,16,8,51,2.04,47.36004,-123.99313
2016,1,16,16,8,52,2.28,47.36004,-123.99313
2016,1,16,16,8,53,2.59,47.36004,-123.99313
2016,1,16,16,8,54,2.98,47.36004,-123.99313
2016,1,16,16,8,55,3.4,47.36004,-123.99313
2016,1,16,16,8,56,3.75,47.36004,-123.99313
2016,1,16,16,8,57,3.99,47.36004,-123.99313
2016,1,16,16,8,58,4.12,47.36004,-123.99313
2016,1,16,16,8,59,4.14,47.36004,-123.99313
2016,1,16,16,9,0,4.02,47.36004,-123.99313
2016,1,16,16,9,1,3.75,47.36004,-123.99313
2016,1,16,16,9,2,3.34,47.36004,-123.99313
2016,1,16,16,9,3,2.86,47.36004,-123.99313
2016,1,16,16,9,4,2.63,47.36004,-123.99313
2016,1,16,16,9,5,2.72,47.36004,-123.99313
2016,1,16,16,9,6,3.15,47.36004,-123.99313
2016,1,16,16,9,7,3.9,47.36004,-123.99313
2016,1,16,16,9,8,4.82,47.36004,-123.99313
2016,1,16,16,9,9,5.29,47.36004,-123.99313
2016,1,16,16,9,10,5.15,47.36004,-123.99313
2016,1,16,16,9,11,4.53,47.36004,-123.99313
2016,1,16,16,9,12,3.94,47.36004,-123.99313
2016,1,16,16,9,13,3.52,47.36004,-123.99313
2016,1,16,16,9,14,3.26,47.36004,-123.99313
2016,1,16,16,9,15,3.15,47.36004,-123.99313
2016,1,16,16,9,16,3.08,47.36004,-123.99313
2016,1,16,16,9,17,3.03,47.36004,-123.99313
2016,1,16,16,9,18,3,47.36004,-123.99313
2016,1,16,16,9,19,2.99,47.36004,-123.99313
2016,1,16,16,9,20,3.01,47.36004,-123.99313
2016,1,16,16,9,21,3.02,47.36004,-123.99313
2016,1,16,16,9,22,3.05,47.36004,-123.99313
2016,1,16,16,9,23,3.07,47.36004,-123.99313
2016,1,16,16,9,24,3.1,47.36004,-123.99313
2016,1,16,16,9,25,3.13,47.36004,-123.99313
2016,1,16,16,9,26,3.13,47.36004,-123.99313
2016,1,16,16,9,27,3.09,47.36004,-123.99313
2016,1,16,16,9,28,3.01,47.36004,-123.99313
2016,1,16,16,9,29,2.89,47.36004,-123.99313
2016,1,16,16,9,30,2.74,47.36004,-123.99313
2016,1,16,16,9,31,2.57,47.36004,-123.99313
2016,1,16,16,9,32,2.39,47.36004,-123.99313
2016,1,16,16,9,33,2.2,47.36004,-123.99313
2016,1,16,16,9,34,2,47.36004,-123.99313
2016,1,16,16,9,35,1.79,47.36004,-123.99313
2016,1,16,16,9,36,1.56,47.36004,-123.99313
2016,1,16,16,9,37,1.34,47.36004,-123.99313
2016,1,16,16,9,38,1.2,47.36004,-123.99313
2016,1,16,16,9,39,1.16,47.36004,-123.99313
2016,1,16,16,9,40,1.22,47.36004,-123.99313
2016,1,16,16,9,41,1.37,47.36004,-123.99313
2016,1,16,16,9,42,1.62,47.36004,-123.99313
2016,1,16,16,9,43,1.97,47.36004,-123.99313
2016,1,16,16,9,44,2.42,47.36004,-123.99313
2016,1,16,16,9,45,2.96,47.36004,-123.99313
2016,1,16,16,9,46,3.54,47.36004,-123.99313
2016,1,16,16,9,47,3.9,47.36004,-123.99313
2016,1,16,16,9,48,4,47.36004,-123.99313
2016,1,16,16,9,49,3.81,47.36004,-123.99313
2016,1,16,16,9,50,3.42,47.36004,-123.99313
2016,1,16,16,9,51,3.1,47.36004,-123.99313
2016,1,16,16,9,52,2.91,47.36004,-123.99313
2016,1,16,16,9,53,2.86,47.36004,-123.99313
2016,1,16,16,9,54,2.95,47.36004,-123.99313
2016,1,16,16,9,55,3.12,47.36004,-123.99313
2016,1,16,16,9,56,3.22,47.36004,-123.99313
2016,1,16,16,9,57,3.18,47.36004,-123.99313
2016,1,16,16,9,58,3.01,47.36004,-123.99313
2016,1,16,16,9,59,2.72,47.36004,-123.99313
2016,1,16,16,10,0,2.33,47.36004,-123.99313
2016,1,16,16,10,1,1.96,47.36004,-123.99313
2016,1,16,16,10,2,1.66,47.36004,-123.99313
2016,1,16,16,10,3,1.41,47.36004,-123.99313
2016,1,16,16,10,4,1.22,47.36004,-123.99313
2016,1,16,16,10,5,1.09,47.36004,-123.99313
2016,1,16,16,10,6,1.02,47.36004,-123.99313
2016,1,16,16,10,7,1.01,47.36004,-123.99313
2016,1,16,16,10,8,1.06,47.36004,-123.99313
2016,1,16,16,10,9,1.16,47.36004,-123.99313
2016,1,16,16,10,10,1.33,47.36004,-123.99313
2016,1,16,16,10,11,1.54,47.36004,-123.99313
2016,1,16,16,10,12,1.72,47.36004,-123.99313
2016,1,16,16,10,13,1.87,47.36004,-123.99313
2016,1,16,16,10,14,1.97,47.36004,-123.99313
2016,1,16,16,10,15,2.04,47.36004,-123.99313
2016,1,16,16,10,16,2.07,47.36004,-123.99313
2016,1,16,16,10,17,2.05,47.36004,-123.99313
2016,1,16,16,10,18,2,47.36004,-123.99313
2016,1,16,16,10,19,1.92,47.36004,-123.99313
2016,1,16,16,10,20,1.84,47.36004,-123.99313
2016,1,16,16,10,21,1.77,47.36004,-123.99313
2016,1,16,16,10,22,1.71,47.36004,-123.99313
2016,1,16,16,10,23,1.66,47.36004,-123.99313
2016,1,16,16,10,24,1.62,47.36004,-123.99313
2016,1,16,16,10,25,1.59,47.36004,-123.99313
2016,1,16,16,10,26,1.57,47.36004,-123.99313
2016,1,16,16,10,27,1.56,47.36004,-123.99313
2016,1,16,16,10,28,1.56,47.36004,-123.99313
2016,1,16,16,10,29,1.57,47.36004,-123.99313
2016,1,16,16,10,30,1.59,47.36004,-123.99313
2016,1,16,16,10,31,1.62,47.36004,-123.99313
2016,1,16,16,10,39,0.81,47.36004,-123.99313
2016,1,16,16,10,40,0.74,47.36004,-123.99313
2016,1,16,16,10,41,0.67,47.36004,-123.99313
2016,1,16,16,10,42,0.62,47.36004,-123.99313
2016,1,16,16,10,43,0.58,47.36004,-123.99313
2016,1,16,16,10,44,0.56,47.36004,-123.99313
2016,1,16,16,10,45,0.54,47.36004,-123.99313
2016,1,16,16,10,46,0.54,47.36004,-123.99313
2016,1,16,16,10,47,0.56,47.36004,-123.99313
2016,1,16,16,10,48,0.58,47.36004,-123.99313
2016,1,16,16,10,49,0.62,47.36004,-123.99313
2016,1,16,16,10,50,0.67,47.36004,-123.99313
2016,1,16,16,10,51,0.74,47.36004,-123.99313
2016,1,16,16,10,52,0.81,47.36004,-123.99313
2016,1,16,16,10,53,0.9,47.36004,-123.99313
2016,1,16,16,10,54,1.01,47.36004,-123.99313
2016,1,16,16,10,55,1.12,47.36004,-123.99313
2016,1,16,16,10,56,1.25,47.36004,-123.99313
2016,1,16,16,10,57,1.39,47.36004,-123.99313
2016,1,16,16,10,58,1.55,47.36004,-123.99313
2016,1,16,16,10,59,1.71,47.36004,-123.99313
2016,1,16,16,11,0,1.89,47.36004,-123.99313
2016,1,16,16,11,1,2.08,47.36004,-123.99313
2016,1,16,16,11,2,2.27,47.36004,-123.99313
2016,1,16,16,11,3,2.47,47.36004,-123.99313
2016,1,16,16,11,4,2.66,47.36004,-123.99313
2016,1,16,16,11,5,2.84,47.36004,-123.99313
2016,1,16,16,11,6,3.03,47.36004,-123.99313
2016,1,16,16,11,7,3.2,47.36004,-123.99313
2016,1,16,16,11,8,3.26,47.36004,-123.99313
2016,1,16,16,11,9,3.2,47.36004,-123.99313
2016,1,16,16,11,10,3.01,47.36004,-123.99313
2016,1,16,16,11,11,2.69,47.36004,-123.99313
2016,1,16,16,11,12,2.28,47.36004,-123.99313
2016,1,16,16,11,13,1.91,47.36004,-123.99313
2016,1,16,16,11,14,1.6,47.36004,-123.99313
2016,1,16,16,11,15,1.35,47.36004,-123.99313
2016,1,16,16,11,16,1.18,47.36004,-123.99313
2016,1,16,16,11,17,1.07,47.36004,-123.99313
2016,1,16,16,11,18,1.02,47.36004,-123.99313
2016,1,16,16,11,19,1.04,47.36004,-123.99313
2016,1,16,16,11,20,1.13,47.36004,-123.99313
2016,1,16,16,11,21,1.28,47.36004,-123.99313
2016,1,16,16,11,22,1.5,47.36004,-123.99313
2016,1,16,16,11,23,1.78,47.36004,-123.99313
2016,1,16,16,11,24,2.07,47.36004,-123.99313
2016,1,16,16,11,25,2.38,47.36004,-123.99313
2016,1,16,16,11,26,2.7,47.36004,-123.99313
2016,1,16,16,11,27,3.04,47.36004,-123.99313
2016,1,16,16,11,28,3.38,47.36004,-123.99313
2016,1,16,16,11,29,3.71,47.36004,-123.99313
2016,1,16,16,11,30,3.9,47.36004,-123.99313
2016,1,16,16,11,31,3.94,47.36004,-123.99313
2016,1,16,16,11,32,3.81,47.36004,-123.99313
2016,1,16,16,11,33,3.55,47.36004,-123.99313
2016,1,16,16,11,34,3.28,47.36004,-123.99313
2016,1,16,16,11,35,3.05,47.36004,-123.99313
2016,1,16,16,11,36,2.83,47.36004,-123.99313
2016,1,16,16,11,37,2.64,47.36004,-123.99313
2016,1,16,16,11,38,2.48,47.36004,-123.99313
2016,1,16,16,11,39,2.35,47.36004,-123.99313
2016,1,16,16,11,40,2.23,47.36004,-123.99313
2016,1,16,16,11,41,2.14,47.36004,-123.99313
2016,1,16,16,11,42,2.08,47.36004,-123.99313
2016,1,16,16,11,43,2.04,47.36004,-123.99313
2016,1,16,16,11,44,2.03,47.36004,-123.99313
2016,1,16,16,11,45,2.04,47.36004,-123.99313
2016,1,16,16,11,46,2.06,47.36004,-123.99313
2016,1,16,16,11,47,2.1,47.36004,-123.99313
2016,1,16,16,11,48,2.16,47.36004,-123.99313
2016,1,16,16,11,49,2.24,47.36004,-123.99313
2016,1,16,16,11,50,2.32,47.36004,-123.99313
2016,1,16,16,11,51,2.43,47.36004,-123.99313
2016,1,16,16,11,52,2.54,47.36004,-123.99313
2016,1,16,16,11,53,2.61,47.36004,-123.99313
2016,1,16,16,11,54,2.64,47.36004,-123.99313
2016,1,16,16,11,55,2.61,47.36004,-123.99313
2016,1,16,16,11,56,2.54,47.36004,-123.99313
2016,1,16,16,11,57,2.42,47.36004,-123.99313
2016,1,16,16,11,58,2.27,47.36004,-123.99313
2016,1,16,16,11,59,2.15,47.36004,-123.99313
2016,1,16,16,12,0,2.09,47.36004,-123.99313
2016,1,16,16,12,1,2.09,47.36004,-123.99313
2016,1,16,16,12,2,2.13,47.36004,-123.99313
2016,1,16,16,12,3,2.23,47.36004,-123.99313
2016,1,16,16,12,4,2.39,47.36004,-123.99313
2016,1,16,16,12,5,2.59,47.36004,-123.99313
2016,1,16,16,12,6,2.81,47.36004,-123.99313
2016,1,16,16,12,7,3.05,47.36004,-123.99313
2016,1,16,16,12,8,3.31,47.36004,-123.99313
2016,1,16,16,12,9,3.59,47.36004,-123.99313
2016,1,16,16,12,10,3.85,47.36004,-123.99313
2016,1,16,16,12,11,3.97,47.36004,-123.99313
2016,1,16,16,12,12,3.89,47.36004,-123.99313
2016,1,16,16,12,13,3.64,47.36004,-123.99313
2016,1,16,16,12,14,3.26,47.36004,-123.99313
2016,1,16,16,12,15,2.99,47.36004,-123.99313
2016,1,16,16,12,16,2.9,47.36004,-123.99313
2016,1,16,16,12,17,2.98,47.36004,-123.99313
2016,1,16,16,12,18,3.23,47.36004,-123.99313
2016,1,16,16,12,19,3.6,47.36004,-123.99313
2016,1,16,16,12,20,3.86,47.36004,-123.99313
2016,1,16,16,12,21,3.97,47.36004,-123.99313
2016,1,16,16,12,22,3.92,47.36004,-123.99313
2016,1,16,16,12,23,3.73,47.36004,-123.99313
2016,1,16,16,12,24,3.46,47.36004,-123.99313
2016,1,16,16,12,25,3.13,47.36004,-123.99313
2016,1,16,16,12,26,2.74,47.36004,-123.99313
2016,1,16,16,12,27,2.29,47.36004,-123.99313
2016,1,16,16,12,28,1.81,47.36004,-123.99313
2016,1,16,16,12,29,1.45,47.36004,-123.99313
2016,1,16,16,12,30,1.23,47.36004,-123.99313
2016,1,16,16,12,31,1.15,47.36004,-123.99313
2016,1,16,16,12,32,1.22,47.36004,-123.99313
2016,1,16,16,12,33,1.44,47.36004,-123.99313
2016,1,16,16,12,34,1.8,47.36004,-123.99313
2016,1,16,16,12,35,2.3,47.36004,-123.99313
2016,1,16,16,12,36,2.95,47.36004,-123.99313
2016,1,16,16,12,37,3.66,47.36004,-123.99313
2016,1,16,16,12,38,4.05,47.36004,-123.99313
2016,1,16,16,12,39,4.03,47.36004,-123.99313
2016,1,16,16,12,40,3.61,47.36004,-123.99313
2016,1,16,16,12,41,2.88,47.36004,-123.99313
2016,1,16,16,12,42,2.24,47.36004,-123.99313
2016,1,16,16,12,43,1.78,47.36004,-123.99313
2016,1,16,16,12,44,1.51,47.36004,-123.99313
2016,1,16,16,12,45,1.41,47.36004,-123.99313
2016,1,16,16,12,46,1.51,47.36004,-123.99313
2016,1,16,16,12,47,1.78,47.36004,-123.99313
2016,1,16,16,12,48,2.24,47.36004,-123.99313
2016,1,16,16,12,49,2.81,47.36004,-123.99313
2016,1,16,16,12,50,3.2,47.36004,-123.99313
2016,1,16,16,12,51,3.33,47.36004,-123.99313
2016,1,16,16,12,52,3.2,47.36004,-123.99313
2016,1,16,16,12,53,2.82,47.36004,-123.99313
2016,1,16,16,12,54,2.27,47.36004,-123.99313
2016,1,16,16,12,55,1.95,47.36004,-123.99313
2016,1,16,16,12,56,1.96,47.36004,-123.99313
2016,1,16,16,12,57,2.29,47.36004,-123.99313
2016,1,16,16,12,58,2.95,47.36004,-123.99313
2016,1,16,16,12,59,3.93,47.36004,-123.99313
2016,1,16,16,13,0,5.03,47.36004,-123.99313
2016,1,16,16,13,1,5.42,47.36004,-123.99313
2016,1,16,16,13,2,4.9,47.36004,-123.99313
2016,1,16,16,13,3,3.71,47.36004,-123.99313
2016,1,16,16,13,4,2.83,47.36004,-123.99313
2016,1,16,16,13,5,2.51,47.36004,-123.99313
2016,1,16,16,13,6,2.75,47.36004,-123.99313
2016,1,16,16,13,7,3.55,47.36004,-123.99313
2016,1,16,16,13,8,4.7,47.36004,-123.99313
2016,1,16,16,13,9,5.35,47.36004,-123.99313
2016,1,16,16,13,10,5.31,47.36004,-123.99313
2016,1,16,16,13,11,4.69,47.36004,-123.99313
2016,1,16,16,13,12,4.05,47.36004,-123.99313
2016,1,16,16,13,13,3.52,47.36004,-123.99313
2016,1,16,16,13,14,3.09,47.36004,-123.99313
2016,1,16,16,13,15,2.77,47.36004,-123.99313
2016,1,16,16,13,16,2.55,47.36004,-123.99313
2016,1,16,16,13,17,2.43,47.36004,-123.99313
2016,1,16,16,13,18,2.42,47.36004,-123.99313
2016,1,16,16,13,19,2.5,47.36004,-123.99313
2016,1,16,16,13,20,2.69,47.36004,-123.99313
2016,1,16,16,13,21,2.94,47.36004,-123.99313
2016,1,16,16,13,22,3.12,47.36004,-123.99313
2016,1,16,16,13,23,3.18,47.36004,-123.99313
2016,1,16,16,13,24,3.13,47.36004,-123.99313
2016,1,16,16,13,25,2.97,47.36004,-123.99313
2016,1,16,16,13,26,2.73,47.36004,-123.99313
2016,1,16,16,13,27,2.55,47.36004,-123.99313
2016,1,16,16,13,28,2.45,47.36004,-123.99313
2016,1,16,16,13,29,2.44,47.36004,-123.99313
2016,1,16,16,13,30,2.51,47.36004,-123.99313
2016,1,16,16,13,31,2.68,47.36004,-123.99313
2016,1,16,16,13,32,2.9,47.36004,-123.99313
2016,1,16,16,13,33,3.07,47.36004,-123.99313
2016,1,16,16,13,34,3.16,47.36004,-123.99313
2016,1,16,16,13,35,3.15,47.36004,-123.99313
2016,1,16,16,13,36,3.07,47.36004,-123.99313
2016,1,16,16,13,37,2.91,47.36004,-123.99313
2016,1,16,16,13,38,2.75,47.36004,-123.99313
2016,1,16,16,13,39,2.61,47.36004,-123.99313
2016,1,16,16,13,40,2.48,47.36004,-123.99313
2016,1,16,16,13,41,2.36,47.36004,-123.99313
2016,1,16,16,13,42,2.25,47.36004,-123.99313
2016,1,16,16,13,43,2.18,47.36004,-123.99313
2016,1,16,16,13,44,2.19,47.36004,-123.99313
2016,1,16,16,13,45,2.31,47.36004,-123.99313
2016,1,16,16,13,46,2.53,47.36004,-123.99313
2016,1,16,16,13,47,2.86,47.36004,-123.99313
2016,1,16,16,13,48,3.29,47.36004,-123.99313
2016,1,16,16,13,49,3.76,47.36004,-123.99313
2016,1,16,16,13,50,4,47.36004,-123.99313
2016,1,16,16,13,51,3.96,47.36004,-123.99313
2016,1,16,16,13,52,3.63,47.36004,-123.99313
2016,1,16,16,13,53,3.08,47.36004,-123.99313
2016,1,16,16,13,54,2.55,47.36004,-123.99313
2016,1,16,16,13,55,2.09,47.36004,-123.99313
2016,1,16,16,13,56,1.72,47.36004,-123.99313
2016,1,16,16,13,57,1.43,47.36004,-123.99313
2016,1,16,16,13,58,1.23,47.36004,-123.99313
2016,1,16,16,13,59,1.1,47.36004,-123.99313
2016,1,16,16,14,0,1.06,47.36004,-123.99313
2016,1,16,16,14,1,1.09,47.36004,-123.99313
2016,1,16,16,14,2,1.2,47.36004,-123.99313
2016,1,16,16,14,3,1.3,47.36004,-123.99313
2016,1,16,16,14,4,1.4,47.36004,-123.99313
2016,1,16,16,14,5,1.48,47.36004,-123.99313
2016,1,16,16,14,6,1.55,47.36004,-123.99313
2016,1,16,16,14,7,1.61,47.36004,-123.99313
2016,1,16,16,14,8,1.66,47.36004,-123.99313
2016,1,16,16,14,9,1.7,47.36004,-123.99313
2016,1,16,16,14,10,1.72,47.36004,-123.99313
2016,1,16,16,14,11,1.73,47.36004,-123.99313
2016,1,16,16,14,12,1.73,47.36004,-123.99313
2016,1,16,16,14,13,1.72,47.36004,-123.99313
2016,1,16,16,14,14,1.7,47.36004,-123.99313
2016,1,16,16,14,15,1.66,47.36004,-123.99313
2016,1,16,16,14,37,0.19,47.36004,-123.99313
2016,1,16,16,14,38,0.95,47.36004,-123.99313
2016,1,16,16,14,39,1.83,47.36004,-123.99313
2016,1,16,16,14,40,2.84,47.36004,-123.99313
2016,1,16,16,14,41,3.97,47.36004,-123.99313
2016,1,16,16,14,42,5.23,47.36004,-123.99313
2016,1,16,16,14,43,6.61,47.36004,-123.99313
2016,1,16,16,14,44,7.84,47.36004,-123.99313
2016,1,16,16,14,45,7.82,47.36004,-123.99313
2016,1,16,16,14,46,6.54,47.36004,-123.99313
2016,1,16,16,14,47,5.16,47.36004,-123.99313
2016,1,16,16,14,48,3.96,47.36004,-123.99313
2016,1,16,16,14,49,3.06,47.36004,-123.99313
2016,1,16,16,14,50,2.99,47.36004,-123.99313
2016,1,16,16,14,51,3.88,47.36004,-123.99313
2016,1,16,16,14,52,5.74,47.36004,-123.99313
2016,1,16,16,14,53,7.9,47.36004,-123.99313
2016,1,16,16,14,54,7.76,47.36004,-123.99313
